iso3,country,WHO_region,income_group,female_smoking_2000,female_smoking_2005,female_smoking_2010,female_smoking_2022,historical_female_smoking,clean_fuel_2020,clean_fuel_urban_2020,clean_fuel_rural_2020,clean_fuel_deficit,rural_clean_fuel_disadvantage,PM25_2019,female_LC_mort_2021,female_LC_YLL_2021,female_LC_DALY_2021,female_LC_incidence_2021,GDP,HDI,SDI,urbanisation,age65,analysis_core_complete,analysis_core_plus_covariates_complete,smoking_adjusted_burden_residual_mortality,smoking_adjusted_burden_residual_YLL,smoking_adjusted_burden_residual_DALY,multiple_exposure_score_equal_weighted
IDN,Indonesia,Western Pacific,Upper-middle-income,6.0,4.7,3.7,2.1,4.8,84.6,93.4,74.4,15.400000000000006,19.0,19.3398,6.389090538024902,159.1232147216797,162.004650841571,12.784750938415527,4287.17333984375,0.7070000171661377,0.656868336,56.8761702464027,6.68701065764471,True,True,-0.1749871222470234,-0.1910395140766294,-0.1870990530626031,-0.4239474869706336
IND,India,South-East Asia,Lower-middle-income,10.2,6.2,3.8,1.2,6.733333333333333,66.5,92.3,51.0,33.5,41.3,50.17359,4.276880264282227,118.44125366210938,119.27418360838436,3.6081125736236577,2239.61376953125,0.6330000162124634,0.575401649,34.4425517181304,6.54579069268807,True,True,-0.0379078187969616,-0.0509635609073273,-0.0501415282430209,0.4585343301379133
IRL,Ireland,European,High-income,36.3,30.4,25.7,17.0,30.8,100.0,100.0,100.0,0.0,0.0,8.19503,33.701786041259766,665.0980834960938,675.9860079439237,26.66094207763672,103961.9765625,0.9459999799728394,0.87375385,63.6774229356985,14.8535759354494,True,True,0.2639684421355266,0.1891748808816132,0.1911586287157555,-0.3525351715527303
IRN,Iran (Islamic Republic of),Eastern Mediterranean,Upper-middle-income,4.9,3.5,2.5,1.1,3.6333333333333337,96.4,98.9,93.5,3.5999999999999943,5.400000000000006,31.61622,8.088703155517578,187.68206787109372,189.0262694783193,6.136744022369385,4334.79248046875,0.7760000228881836,0.697207398,75.9926376342773,7.40518218273343,True,True,0.0611563591493398,0.1053179527308832,0.1022931200521442,-0.2631727628912862
IRQ,Iraq,Eastern Mediterranean,Upper-middle-income,7.1,5.1,3.7,1.7,5.3,99.3,99.6,98.9,0.7000000000000028,0.6999999999999886,39.28878,1.96354341506958,59.43814849853515,60.52888633470897,8.784318923950195,4868.494140625,0.6669999957084656,0.662626231,69.8682708740234,3.38104730072539,True,True,0.021764547932546,0.0118868211992863,0.0143200323275863,-0.0832216328401039
ISL,Iceland,European,High-income,30.3,23.2,17.7,9.4,23.73333333333333,100.0,100.0,100.0,0.0,0.0,5.78865,37.631439208984375,746.5867309570312,763.3672257992549,39.51958465576172,69178.40625,,0.87636168,94.2108206403841,14.8686344991929,True,False,0.634817990428732,0.5979063072680295,0.6134761149977112,-0.6558991281833333
ISR,Israel,European,High-income,23.1,20.4,18.2,13.8,20.566666666666663,100.0,100.0,100.0,0.0,0.0,19.47101,18.566261291503903,332.8817138671875,337.0657564355408,12.93311882019043,52270.90234375,,0.809011652,91.5353517549466,12.1979895950145,True,False,-0.1303366229471241,-0.3391178137738988,-0.3404069152116872,-0.1814766142093452
ITA,Italy,European,High-income,19.2,19.3,19.2,19.1,19.23333333333333,100.0,100.0,100.0,0.0,0.0,14.22481,35.22916030883789,680.3268432617188,691.0333162429898,17.408565521240234,36852.54296875,0.8989999890327454,0.805773534,69.4812507629394,23.6619735523658,True,True,-0.1135534443649352,-0.1862203483134852,-0.1850922896532891,-0.1382735228117555
JAM,Jamaica,Americas,Upper-middle-income,8.8,7.1,5.7,3.5,7.2,92.4,96.6,87.6,7.599999999999994,9.0,14.8314,8.398992538452148,208.2233123779297,210.2018793291604,8.013001441955566,5165.337890625,0.7039999961853027,0.683263064,57.5411017937226,7.31190233999129,True,True,0.1346813405167051,0.1959392106677092,0.1934404168297986,-0.5581853168855756
JOR,Jordan,Eastern Mediterranean,Lower-middle-income,10.2,10.8,11.6,13.6,10.866666666666667,99.7,99.7,99.3,0.2999999999999971,0.4000000000000057,25.87215,3.1302907466888428,85.68888854980469,86.3291971705298,4.675326824188232,4183.5,0.7360000014305115,0.725307227,92.117972910453,4.0065537381953,True,True,-0.0339754764802871,-0.0578010266548364,-0.0568668598454649,-0.0296055363068585
JPN,Japan,Western Pacific,High-income,14.7,13.3,12.0,9.6,13.333333333333334,100.0,100.0,100.0,0.0,0.0,10.83519,43.168067932128906,574.9532470703125,589.8900398274628,15.283975601196287,40094.55859375,0.9200000166893004,0.871241813,91.8741049279527,29.2169970691602,True,True,-0.391548530120443,-1.153387447386238,-1.1362978455869082,-0.526757515568601
KAZ,Kazakhstan,European,Upper-middle-income,9.7,8.8,8.0,6.4,8.833333333333334,94.2,97.8,89.7,5.799999999999997,8.099999999999994,26.50215,6.00728702545166,158.0149383544922,159.53498158373517,5.362188816070557,9983.6005859375,0.8009999990463257,0.725144495,61.030254280267,7.77663023309373,True,True,-0.1067625154319946,-0.1350706327599607,-0.134740980732652,-0.1970900018262199
KEN,Kenya,African,Lower-middle-income,2.6,2.0,1.5,0.8,2.033333333333333,23.05,50.0,7.3,76.95,42.7,12.52415,1.4790135622024536,43.89960479736328,44.18070262900811,2.394894361495972,2061.356201171875,0.5960000157356262,0.523768077,31.2879334021971,2.81860394823365,True,True,0.0393990973462715,0.0557474978272195,0.0542585014932991,-0.0813084737610069
KGZ,Kyrgyzstan,European,Lower-middle-income,5.1,4.5,4.1,3.2,4.566666666666666,78.6,93.7,69.6,21.40000000000001,24.10000000000001,37.58464,4.770656108856201,128.84439086914065,129.73690132127476,4.738872051239014,1349.997314453125,0.6959999799728394,0.603979328,34.7521210171204,5.11075579228056,True,True,0.325866505946751,0.24584692083286,0.248099795301891,0.1087221786382905
KHM,Cambodia,Western Pacific,Lower-middle-income,7.8,5.4,3.8,1.6,5.666666666666667,40.6,73.8,29.3,59.4,44.5,17.80251,8.35769271850586,238.2248992919922,240.4673382761792,11.254450798034668,2167.4033203125,0.5960000157356262,0.473621491,40.1091858128847,5.59471490600897,True,True,0.0866454373980086,0.1775197867033593,0.1766680230537303,-0.084089995512206
KIR,Kiribati,Western Pacific,Lower-middle-income,53.9,45.9,38.9,26.8,46.23333333333333,11.9,19.6,1.7,88.1,17.900000000000002,7.61811,4.836249351501465,130.29383850097656,131.21127967400773,6.326434135437012,2222.04833984375,0.6269999742507935,0.527186583,59.6364645301985,3.9574845961504,True,True,-0.5914332516009005,-0.7933974276161349,-0.788131718067521,0.7367547029837569
KNA,Saint Kitts and Nevis,Americas,High-income,,,,,,100.0,100.0,100.0,0.0,0.0,8.05126,9.16983699798584,212.1939849853516,213.96011806255856,6.150299072265625,18361.14453125,,0.754987055,31.5393525093972,9.86570579304151,False,False,,,,
KOR,Republic of Korea,Western Pacific,High-income,7.2,6.9,6.5,5.8,6.866666666666667,100.0,100.0,100.0,0.0,0.0,24.03774,22.03219223022461,371.2510681152344,380.88502751685706,16.707782745361328,35125.5234375,0.9259999990463256,0.886675267,81.1616526507785,16.6596412164908,True,True,-0.3978204549231614,-0.5920586655043516,-0.5813303781260576,-0.3281885065073691
KWT,Kuwait,Eastern Mediterranean,High-income,5.1,4.1,3.4,2.1,4.2,100.0,100.0,100.0,0.0,0.0,64.07714,2.24697208404541,51.95442199707031,52.53827716460883,3.158461570739746,34018.6328125,0.8360000252723694,0.846651055,100.0,3.42330541720944,True,True,-0.1534314791235818,-0.1553198907243596,-0.156844069962848,0.5260945199464168
LAO,Lao People's Democratic Republic,Western Pacific,Lower-middle-income,20.0,14.3,10.3,4.7,14.866666666666664,8.8,20.2,2.3,91.2,17.9,21.15498,6.513805389404297,195.12408447265625,196.8152048623207,10.87858772277832,2526.051025390625,0.6150000095367432,0.489136091,37.338778268357,4.31806848970176,True,True,-0.0646124831529069,-0.0350862157612876,-0.03469409293174,0.3815752203605178
LBN,Lebanon,Eastern Mediterranean,Lower-middle-income,31.5,29.8,28.5,25.7,29.933333333333337,,,,,,24.234,17.36453628540039,377.34967041015625,380.6053225545575,12.16080093383789,4045.3740234375,0.7250000238418579,0.744746351,89.965362045441,9.3044717570272,False,False,0.0275220380267104,0.0174038421633752,0.0139552169147028,
LBR,Liberia,African,Low-income,4.5,3.4,2.5,1.3,3.466666666666667,0.6,1.0,0.0,99.4,1.0,35.79581,0.8934282660484314,30.0909481048584,30.454672187254488,2.8904848098754883,667.9661254882812,0.4839999973773956,0.352442452,53.9224618859098,3.23290659273066,True,True,0.0691768082392748,0.0422768177764751,0.0438918610317645,0.701305607833605
LBY,Libya,Eastern Mediterranean,Upper-middle-income,,,,,,,,,,,29.83557,2.563326120376587,68.51445770263672,69.5322082671097,5.524086952209473,4935.82763671875,0.7459999918937683,0.725771399,87.8365018271835,4.67219794889404,False,False,,,,
LCA,Saint Lucia,Americas,Upper-middle-income,7.3,5.9,4.8,3.0,6.0,93.5,98.7,92.7,6.5,6.0,8.97661,3.483809471130371,64.93360137939453,66.87997993469186,6.746729850769043,10459.1318359375,0.7170000076293945,0.672509735,27.4443458949551,8.83336507545289,True,True,-0.3277296738704424,-0.3909732997475231,-0.3881154827320112,-0.7264771314568826
LKA,Sri Lanka,South-East Asia,Lower-middle-income,1.7,1.0,0.6,0.2,1.1,32.1,69.9,23.3,67.9,46.60000000000001,23.87759,4.283112049102783,112.7871322631836,114.19281326878097,4.277012348175049,3996.96240234375,,0.701534935,19.8266275195269,11.0456449788576,True,False,-0.3960550114505207,-0.3770904993881471,-0.3759870385465533,0.0944967162270577
LSO,Lesotho,African,Lower-middle-income,0.7,0.6,0.5,0.4,0.6,48.1,84.8,28.6,51.9,56.2,17.59755,2.3962342739105225,57.76904678344727,59.03944770691205,8.5629301071167,1066.58642578125,0.5220000147819519,0.510393066,40.6551760851997,3.78511652668843,True,True,0.1003735575904395,0.0979236409968485,0.0996553800904388,-0.1947819856797553
LTU,Lithuania,European,High-income,20.2,20.1,19.9,19.7,20.066666666666663,100.0,100.0,100.0,0.0,0.0,10.36907,17.863262176513672,335.0138244628906,340.21649178076194,9.07447910308838,23870.458984375,0.875,0.856484049,68.1912117004395,19.9469849122603,True,True,-0.7391339427474076,-0.8960783058513657,-0.8935241547793424,-0.2126884513088021
LUX,Luxembourg,European,High-income,24.6,23.9,23.1,21.6,23.866666666666664,100.0,100.0,100.0,0.0,0.0,8.89471,26.088769912719727,515.3843994140625,523.9764664088369,20.31319046020508,134965.8125,,0.884428955,94.5861743396533,14.7153406197971,True,False,-0.0725127296089465,-0.140481080203676,-0.1387749420478982,-0.1873207657439727
LVA,Latvia,European,High-income,25.8,24.2,22.8,19.5,24.266666666666666,100.0,100.0,100.0,0.0,0.0,12.02183,25.223180770874023,509.0166320800781,514.4790113086455,9.36072826385498,20261.888671875,0.8650000095367432,0.830663516,68.1808791463693,20.8461609037398,True,True,-0.4491931763928106,-0.5153040617796856,-0.5197807094739825,-0.1789480155364603
MAR,Morocco,Eastern Mediterranean,Lower-middle-income,2.9,2.2,1.8,1.0,2.3,98.2,99.3,97.2,1.7999999999999972,2.0999999999999943,13.44048,4.023529052734375,115.48341369628906,115.9931882456921,2.032170295715332,3785.936279296875,0.6880000233650208,0.562698301,62.3173276600289,7.21841629730986,True,True,-0.1169567449125911,-0.0577524767780231,-0.0597939677231897,-0.7243979771712489
MCO,Monaco,European,High-income,,,,,,100.0,100.0,100.0,0.0,0.0,9.21092,155.92454528808594,2433.771240234375,2473.292370584164,56.16730880737305,223823.359375,,0.908262831,100.0,37.3192825810471,False,False,,,,
MDA,Republic of Moldova,European,Upper-middle-income,5.1,5.4,5.8,6.7,5.433333333333334,97.9,99.2,97.6,2.0999999999999943,1.6000000000000083,12.36523,9.561053276062012,249.55474853515625,252.18950116792556,6.455423831939697,5274.60595703125,0.7670000195503235,0.732214875,41.8115425109863,14.6975547316048,True,True,-0.3773445419002986,-0.312151419191986,-0.3125894465392677,-0.5642162618178019
MDG,Madagascar,African,Low-income,2.9,2.4,2.0,1.3,2.433333333333333,1.3,3.4,0.5,98.7,2.9,16.02251,0.9270476698875428,29.070232391357425,29.50427374420004,3.2959306240081787,483.4694519042969,0.4839999973773956,0.400246943,31.1137123216036,3.20730301417432,True,True,0.1223588199938805,0.0901171596648828,0.0921222751162106,0.2142938269295176
MDV,Maldives,South-East Asia,Upper-middle-income,14.7,10.8,7.9,3.8,11.133333333333333,99.6,99.9,99.5,0.4000000000000057,0.4000000000000057,13.00334,4.628878593444824,90.5676727294922,91.31120314968264,4.546177864074707,10176.1435546875,0.753000020980835,0.650886627,40.7398648710483,3.92790129292933,True,True,-0.0221313818856429,-0.127400489709394,-0.1272917398077799,-0.6573313031296567
MEX,Mexico,Americas,Upper-middle-income,12.0,10.6,9.3,6.9,10.633333333333336,85.0,91.5,57.2,15.0,34.3,17.82781,4.202845096588135,96.0142822265625,97.33331951323072,5.293521881103516,10314.05078125,0.7570000290870667,0.664575304,78.9324007418057,7.58575873574664,True,True,-0.2486872786024648,-0.2881588225172354,-0.2875576840288099,-0.3096383061212035
MHL,Marshall Islands,Western Pacific,Upper-middle-income,6.1,5.5,5.0,4.0,5.533333333333334,65.2,86.9,0.7,34.8,86.2,7.21485,10.147055625915527,299.28399658203125,301.43785977443105,14.148110389709473,6258.61181640625,,0.574091128,77.6163157431143,3.86781734232601,True,False,0.2252167554373685,0.4149485448477267,0.4095821774562529,-0.4841021826572432
MKD,North Macedonia,European,Upper-middle-income,,,,,,78.9,92.6,57.9,21.09999999999999,34.7,25.16804,21.319997787475582,545.1759643554688,550.2246408548328,13.131267547607422,7620.802734375,0.7639999985694885,0.750629703,61.6841975628139,16.724393369915,False,False,,,,
MLI,Mali,African,Low-income,2.0,1.6,1.3,0.7,1.6333333333333335,1.2,2.5,0.4,98.8,2.1,38.54882,0.8489264845848083,29.016895294189453,29.30801688650965,3.0962822437286377,1027.2734375,0.4079999923706054,0.268579941,29.7049638253978,2.45371417425465,True,True,0.1146283944110138,0.106018550267963,0.1063150052147142,0.7435457686650132
MLT,Malta,European,High-income,24.5,24.2,23.9,23.2,24.2,100.0,100.0,100.0,0.0,0.0,12.93003,18.38666343688965,386.0259094238281,391.6693417580871,11.565193176269531,38065.35546875,,0.801585034,95.5145343617045,18.7721036316463,True,False,-0.7211653193413284,-0.7664950424986464,-0.7651032575427706,-0.0376600174750642
MMR,Myanmar,South-East Asia,Lower-middle-income,20.8,13.4,8.7,3.1,14.300000000000002,40.1,78.9,24.1,59.9,54.8,27.16498,12.581305503845217,318.8602294921875,321.33955573390807,11.077706336975098,1242.7213134765625,0.5989999771118164,0.53390084,30.2368812529698,6.68644928507264,True,True,0.3630202643112526,0.4423607454211442,0.4399438802100677,0.1963393212301784
MNE,Montenegro,European,Upper-middle-income,36.4,35.5,34.7,33.2,35.53333333333334,61.5,70.5,43.0,38.5,27.5,19.29617,32.58500671386719,775.1729736328125,785.3980985788321,24.615617752075195,9377.4892578125,0.8399999737739563,0.795800584,65.3266031317675,16.9128782703666,True,True,0.2081256872147825,0.4552992087564368,0.4542576329919744,0.7834771869748692
MNG,Mongolia,Western Pacific,Upper-middle-income,7.9,7.6,7.3,6.6,7.6,51.8,69.3,15.7,48.2,53.6,41.30377,4.833837985992432,105.8723602294922,107.41468644823746,8.582304000854492,4517.61572265625,0.7300000190734863,0.617621565,69.2153244018555,4.43492388778066,True,True,-0.1185224486581535,-0.2242826017782,-0.2213217450039884,0.5482694343571249
MOZ,Mozambique,African,Low-income,,,,,,6.1,15.3,0.9,93.9,14.4,16.44818,0.4524462521076202,17.2054500579834,17.55898168988617,3.7631256580352783,509.9078369140625,0.4589999914169311,0.326462614,34.4499259401554,2.79064141946146,False,False,,,,
MRT,Mauritania,African,Lower-middle-income,2.9,2.5,2.1,1.4,2.5,47.5,73.9,19.9,52.5,54.00000000000001,41.98461,0.6264330148696899,19.42868995666504,19.94323089559369,4.591036796569824,1947.7891845703125,0.5379999876022339,0.4989451,57.901535141641,3.22146869996237,True,True,-0.0429664485457944,-0.0582098371013932,-0.0573668049974345,0.4357295530415839
MUS,Mauritius,African,Upper-middle-income,4.8,4.3,3.8,3.0,4.3,99.0,99.4,98.8,1.0,0.6000000000000085,10.48182,9.167779922485352,221.478515625,223.43770734390372,5.549073696136475,9068.97265625,0.7900000214576721,0.718260446,39.077147315722,11.9015085296574,True,True,-0.4921246773705359,-0.3266464384864674,-0.3338259205027872,-0.7390484041006137
MWI,Malawi,African,Low-income,7.7,5.1,3.4,1.3,5.4,1.8,6.8,0.5,98.2,6.3,18.56954,0.6027061343193054,11.40611457824707,11.48856846105311,0.8156013488769531,617.447509765625,0.5090000033378601,0.384553634,16.4881925800694,2.65376192594518,True,True,0.0797587708149857,0.0075282748008385,0.0091447534896921,0.2717507075786732
MYS,Malaysia,Western Pacific,Upper-middle-income,3.3,2.1,1.4,0.5,2.266666666666667,87.55,95.3,82.8,12.450000000000005,12.5,21.52164,6.698809623718262,182.1535797119141,184.4067005746701,10.119098663330078,10903.111328125,0.7979999780654907,0.742523828,75.5088628191907,6.95860588634135,True,True,-0.2400612903785137,-0.1741807685758056,-0.174759240667513,-0.4488204640926196
NAM,Namibia,African,Lower-middle-income,13.6,10.5,8.2,4.6,10.766666666666666,46.9,72.6,13.0,53.1,59.6,11.81074,2.645027637481689,76.84123992919922,77.41950329558755,3.655134916305542,4412.83544921875,0.6159999966621399,0.617564872,49.0571881483796,3.54528788430012,True,True,-0.169708455642217,-0.1371037793635321,-0.1393365533931057,-0.1894351845876632
NER,Niger,African,Low-income,1.6,1.2,1.0,0.6,1.2666666666666666,3.8,18.1,0.4,96.2,17.700000000000003,50.15037,0.0455776564776897,1.097314476966858,1.2779025274710822,1.9181580543518064,608.722412109375,0.3889999985694885,0.168072774,17.2295936666686,2.53705390631186,True,True,0.1228777549459027,0.0665783088953231,0.0685550575479033,0.9991528588860036
NGA,Nigeria,African,Lower-middle-income,0.8,0.7,0.6,0.4,0.7000000000000001,18.9,37.2,6.5,81.1,30.700000000000003,55.64206,0.7902005910873413,21.88107109069824,21.981942810267125,0.9232589602470398,2017.27490234375,0.5419999957084656,0.503390833,60.5698545383604,2.99033900886324,True,True,0.0096722251732015,-0.0004152073622873953,-0.0011416767386604,0.9912421326365316
NIC,Nicaragua,Americas,Lower-middle-income,,,,,,56.8,86.2,9.8,43.2,76.4,16.00181,2.047902584075928,48.21994400024414,48.94625359281852,3.912556409835815,2138.385986328125,0.6650000214576721,0.523958472,58.8592529296875,5.16394845186592,False,False,,,,
NIU,Niue,Western Pacific,,,,,,,98.4,98.3,98.6,1.5999999999999943,-0.2999999999999971,6.74203,31.43937110900879,640.3436889648438,646.357391337767,16.807994842529297,,,0.72622205,,,False,False,,,,
NLD,Netherlands (Kingdom of the),European,High-income,31.8,28.0,25.1,19.0,28.3,100.0,100.0,100.0,0.0,0.0,10.7416,55.32342147827149,1158.479736328125,1174.9121729859976,32.6429443359375,60141.98828125,0.9409999847412108,0.888464256,94.6294783220315,19.6618088308361,True,True,1.1653878768496644,1.3620591531739836,1.357167324371799,-0.2261836322595526
NOR,Norway,European,High-income,43.6,33.4,25.6,13.5,34.2,100.0,100.0,100.0,0.0,0.0,6.30111,40.51976013183594,746.102294921875,761.410139568158,29.87390518188477,93072.890625,0.9639999866485596,0.91613281,82.8612877226956,18.0740226148213,True,True,0.3332847928901415,0.108126499292612,0.1199715560796782,-0.5113456659665118
NPL,Nepal,South-East Asia,Lower-middle-income,40.6,25.8,16.3,5.4,27.566666666666663,38.3,63.9,20.9,61.7,43.0,36.43171,5.040777206420898,130.92233276367188,131.58420831379485,3.51651668548584,1252.750732421875,0.5910000205039978,0.433174635,66.144235274522,6.11086985212219,True,True,-0.2129065590674486,-0.3331552221700294,-0.3298408876006405,0.5118367974251707
NRU,Nauru,Western Pacific,High-income,63.1,57.8,53.4,44.6,58.1,100.0,100.0,100.0,0.0,0.0,7.40486,12.228049278259276,368.1283264160156,370.7313665033605,22.93317413330078,14989.6650390625,,0.625177834,100.0,2.22060895930307,True,False,-0.4097916049765792,-0.3245382951665366,-0.3271633116681944,0.5174704760732652
NZL,New Zealand,Western Pacific,High-income,29.6,23.8,19.0,11.1,24.133333333333336,100.0,100.0,100.0,0.0,0.0,8.60929,34.630733489990234,719.3187866210938,732.2004784456673,29.518234252929688,49689.5,0.9359999895095824,0.849442499,83.8299382585905,16.0465779436973,True,True,0.0619258209937782,0.1432048119888794,0.1478824231310625,-0.532549449738664
OMN,Oman,Eastern Mediterranean,High-income,0.6,0.5,0.5,0.4,0.5333333333333333,100.0,100.0,100.0,0.0,0.0,34.88286,1.4898663759231567,39.25818634033203,39.5166369475696,2.0527639389038086,19403.4609375,,0.773391602,80.1239942103569,2.6159646291105,True,False,-0.0128126660757118,-0.0083266197975146,-0.0099498294167344,-0.2384852133731312
PAK,Pakistan,Eastern Mediterranean,Lower-middle-income,9.3,7.1,5.5,3.0,7.3,49.5,87.2,26.3,50.5,60.900000000000006,50.13067,1.551546931266785,48.77544021606445,49.46483837929363,4.730833053588867,1455.3192138671875,0.5370000004768372,0.504028689,37.9333395514173,4.05217393000066,True,True,0.0375625398751326,-0.011549638003641,-0.0080198019989792,0.6674566991289086
PAN,Panama,Americas,High-income,4.9,3.9,3.1,1.9,3.966666666666667,100.0,100.0,100.0,0.0,0.0,11.77915,3.684594869613647,75.71696472167969,77.25530299251959,5.765671730041504,15509.806640625,0.8130000233650208,0.708864828,65.8092302689169,8.50886165961516,True,True,-0.2982547354437956,-0.3293209864527704,-0.3286103888168978,-0.7518854735826523
PER,Peru,Americas,Upper-middle-income,13.6,9.3,6.4,2.6,9.766666666666666,86.5,95.8,51.9,13.5,43.9,29.06587,9.33683967590332,223.49710083007812,225.7897998605276,9.81794261932373,6826.20263671875,0.7549999952316284,0.662054037,83.9480118272361,8.75409226031146,True,True,-0.0029785133657967,0.0477651175700373,0.0456010818173368,-0.188350951419931
PHL,Philippines,Western Pacific,Lower-middle-income,15.2,11.5,8.7,4.5,11.8,54.0,74.8,33.6,46.0,41.2,22.45141,9.241971015930176,236.43463134765625,238.1428793566044,9.462828636169434,3484.385986328125,0.6919999718666077,0.651219329,54.4504102510776,4.8807304447929,True,True,0.0539454461738498,0.0730355078602602,0.0707998887920245,0.0025814780978913
PLW,Palau,Western Pacific,High-income,14.0,12.1,10.5,7.6,12.2,100.0,100.0,100.0,0.0,0.0,7.82424,64.49018096923828,1414.0728759765625,1426.3360957791172,46.64690780639648,13257.2060546875,,0.754046931,79.0890798782416,9.93645616600124,True,False,2.578295168407663,3.0697992611439204,3.039239092806412,-0.6643996621834375
PNG,Papua New Guinea,Western Pacific,Lower-middle-income,36.6,33.4,30.5,24.9,33.5,9.8,35.5,5.4,90.2,30.1,8.88558,4.085325717926025,111.0316925048828,112.21817752159356,10.07200527191162,2607.57861328125,0.5640000104904175,0.417797443,14.4398342822353,3.17095573548352,True,True,-0.3911693742199759,-0.5501391580221333,-0.5453312704407901,0.7251300327078459
POL,Poland,European,High-income,31.7,28.5,25.7,20.1,28.633333333333336,100.0,100.0,100.0,0.0,0.0,18.82808,42.27671432495117,913.9063720703124,925.0390286900454,24.38223648071289,18635.509765625,0.8759999871253967,0.812042809,59.8096513205543,18.5352368986876,True,True,0.6464648957375501,0.8144546265967347,0.8073837189359748,0.0058651501080455
PRI,Puerto Rico,Americas,High-income,,,,,,,,,,,,14.374865531921388,272.3963928222656,276.21871905233775,,32619.0703125,,0.825525847,94.0550712597302,23.2057721450506,False,False,,,,
PRK,Democratic People's Republic of Korea,South-East Asia,Low-income,0.0,0.0,0.0,0.0,0.0,12.1,18.9,0.8,87.9,18.1,41.46032,45.48320007324219,953.3445434570312,958.3100208869768,14.375171661376951,,,0.569854634,62.926560562457,11.2824977427361,True,False,,,,0.6943395016720958
PRT,Portugal,European,High-income,15.2,16.3,17.5,20.7,16.333333333333332,100.0,100.0,100.0,0.0,0.0,7.34244,20.537012100219727,420.4717712402344,425.4061923341429,9.14716339111328,24711.451171875,0.8650000095367432,0.744151851,61.0951249296597,23.2908706037669,True,True,-0.820469841418191,-0.8461107804874837,-0.8490777391588324,-0.2540577778797742
PRY,Paraguay,Americas,Upper-middle-income,14.5,10.7,8.0,3.9,11.066666666666668,69.35,86.6,41.6,30.65000000000001,44.99999999999999,12.30993,3.6930668354034415,91.06649017333984,92.44394612401254,7.070176124572754,5976.931640625,0.7300000190734863,0.635718099,67.3058612772421,6.18754097360006,True,True,-0.1077761080232701,-0.1499829000599085,-0.1482008088759361,-0.4005452124782594
PSE,occupied Palestinian territory,Eastern Mediterranean,Lower-middle-income,,,,,,,,,,,30.8191,3.9703967571258554,103.53910064697266,104.3481293167543,,3678.6357421875,,0.631011665,86.334956387337,3.63026654688014,False,False,,,,
QAT,Qatar,Eastern Mediterranean,High-income,2.6,2.4,2.2,1.9,2.4,100.0,100.0,100.0,0.0,0.0,59.03746,1.8322811126708984,46.07084655761719,46.63500451406821,6.978758335113525,71751.8828125,,0.846860584,99.203408908243,1.30386268899766,True,False,-0.0478800681354515,-0.0244552753535654,-0.0271384785275546,0.3971196965263668
ROU,Romania,European,High-income,25.5,24.1,22.9,20.3,24.166666666666668,100.0,100.0,100.0,0.0,0.0,13.30043,26.960906982421875,623.9888305664064,630.6828612885727,14.501853942871094,14986.78515625,0.824999988079071,0.768453864,52.2321512130811,19.3269658332554,True,True,-0.1896417447809812,-0.0165430392949509,-0.022746030219562,-0.12208662423319
RUS,Russian Federation,European,High-income,12.0,13.0,14.2,17.4,13.066666666666668,100.0,100.0,100.0,0.0,0.0,8.88468,13.605789184570312,309.7344970703125,313.7187377579746,8.785330772399902,12425.029296875,0.8180000185966492,0.808536005,74.7516840220252,15.7333987949149,True,True,-0.4440398805604063,-0.4372013791502966,-0.4367133209975176,-0.3228803015640317
RWA,Rwanda,African,Low-income,6.3,5.4,4.7,3.5,5.466666666666666,4.3,18.0,0.6,95.7,17.4,35.65776,1.6151819229125977,48.30534744262695,48.81086330624717,4.127192974090576,829.5448608398436,0.5389999747276306,0.435588706,26.1049092762833,3.60565799542652,True,True,0.023760103563934,0.01318025822174,0.0138942567211426,0.7357522186596887
SAU,Saudi Arabia,Eastern Mediterranean,High-income,3.6,3.1,2.7,2.0,3.1333333333333333,100.0,100.0,100.0,0.0,0.0,57.15638,1.4284849166870115,38.1577033996582,38.60828383582785,3.512593507766724,31920.765625,0.8669999837875366,0.815143493,83.9716349986538,2.61855430769317,True,True,-0.1084930380341526,-0.1028481829245423,-0.1042940325797792,0.3546062477901299
SDN,Sudan,Eastern Mediterranean,Low-income,,,,,,63.4,77.4,54.7,36.6,22.700000000000003,21.42613,0.9430528879165648,26.027143478393555,26.582370328643705,4.424827575683594,712.1220092773438,0.515999972820282,0.541949735,34.6421563427994,3.05363725791981,False,False,,,,
SEN,Senegal,African,Lower-middle-income,1.2,1.0,0.9,0.6,1.0333333333333334,30.7,55.0,7.3,69.3,47.7,38.21284,0.8357866406440735,28.161911010742188,28.61553223143938,3.873690605163574,1598.1068115234375,0.5120000243186951,0.408054193,52.2260292191155,3.54310568518721,True,True,-0.0155310852869885,-0.0136110998583784,-0.0132937779841958,0.4684365282765528
SGP,Singapore,Western Pacific,High-income,5.8,5.5,5.3,4.9,5.533333333333334,100.0,100.0,100.0,0.0,0.0,13.33302,17.673635482788086,386.1349182128906,393.6903144329423,15.800429344177246,80056.125,,0.856097766,100.0,12.258194216314,True,False,-0.3342023043844552,-0.2279755876446756,-0.225358704417793,-0.6174517234347573
