model_id,model_label,stage,covariate_set,outcome,outcome_label,formula,term_label,p_label,term,estimate,robust_se,statistic,p_value,conf_low,conf_high
S6_z_female_LC_YLL_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_YLL,Female LC YLL,z_female_LC_YLL ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelWestern Pacific,0.760,WHO_region_modelWestern Pacific,-0.05505901519491087,0.17984967336764182,-0.3061390891845621,0.7599738743220618,-0.4075643749954888,0.2974463446056671
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,Intercept,0.443,(Intercept),0.06014990020662454,0.07823685556585087,0.7688179665656067,0.4431865291526289,-0.09319433670244316,0.21349413711569226
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,Historical female smoking (z),0.001,z_historical_smoking,0.226878188029718,0.06831294252481733,3.321159646245595,0.0011210759236071571,0.09298482068107602,0.3607715553783599
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,log GDP per capita (z),0.061,z_logGDP,0.1203294154418052,0.06381966586331549,1.88545981578027,0.06126353990189587,-0.0047571296502931515,0.24541596053390355
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,Urbanisation (z),0.969,z_urbanisation,0.002248355049228368,0.05724061471793668,0.039279016486939176,0.9687191426732524,-0.10994324979792752,0.11443995989638425
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,Population aged 65+ (z),<0.001,z_age65,0.5726820698037658,0.12145505666117952,4.715176836163884,5.3947363963122906e-6,0.33463015874785396,0.8107339808596776
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelAmericas,0.046,WHO_region_modelAmericas,-0.1977140203184097,0.0981692652616952,-2.014011409694802,0.04576094865759959,-0.39012578023133226,-0.005302260405487119
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelEastern Mediterranean,0.198,WHO_region_modelEastern Mediterranean,-0.09600035987822907,0.07432677974000285,-1.291598535736931,0.1984439820787751,-0.24168084816863467,0.04968012841217652
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelEuropean,0.402,WHO_region_modelEuropean,-0.14386448602775148,0.17130551422505483,-0.83981234742244,0.40232398019517845,-0.47962329390885894,0.19189432185335598
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelSouth-East Asia,0.503,WHO_region_modelSouth-East Asia,-0.07842868875850756,0.11674995185455077,-0.6717663477601726,0.5027455239634717,-0.30725859439342706,0.15040121687641195
S6_z_female_LC_DALY_primary_logGDP,Primary: logGDP + urbanisation + age65 + WHO region,Step 6,primary_logGDP,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_logGDP + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelWestern Pacific,0.403,WHO_region_modelWestern Pacific,0.15349636902315797,0.18303755393508303,0.8386058801769047,0.4029987706049939,-0.20525723668960474,0.5122499747359207
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,Intercept,0.480,(Intercept),0.057686350135229034,0.08156650264302887,0.7072308884897278,0.48049183994721967,-0.10218399504510754,0.2175566953155656
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,Historical female smoking (z),0.006,z_historical_smoking,0.20644287745295534,0.07391008719858644,2.7931624123006533,0.005882339267389548,0.06157910654372592,0.3513066483621847
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,SDI (z),0.512,z_SDI,0.05378111058083,0.08186647756085573,0.6569369073055773,0.5122020322757261,-0.10667718543844722,0.2142394066001072
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,Urbanisation (z),0.387,z_urbanisation,0.05588920901903498,0.06440730845986765,0.8677463839970844,0.3868833509172198,-0.07034911556230562,0.1821275336003756
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,Population aged 65+ (z),<0.001,z_age65,0.6155623326415378,0.1377847736225008,4.467564277661331,1.5238807839525684e-5,0.34550417634143626,0.8856204889416394
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelAmericas,0.049,WHO_region_modelAmericas,-0.19530752129696385,0.09841041347345846,-1.9846225049104056,0.048963026762553256,-0.38819193170494243,-0.0024231108889852804
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelEastern Mediterranean,0.223,WHO_region_modelEastern Mediterranean,-0.10980146811260064,0.0898119172088549,-1.2225712525127443,0.22335944686801731,-0.28583282584195624,0.06622988961675497
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelEuropean,0.409,WHO_region_modelEuropean,-0.1489728542417555,0.18009275916818365,-0.827200687744663,0.40940324201756806,-0.5019546622113955,0.20400895372788447
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelSouth-East Asia,0.563,WHO_region_modelSouth-East Asia,0.15113273878676467,0.26071758151200236,0.5796798892897338,0.5629775832396784,-0.35987372097675996,0.6621391985502894
S6_z_female_LC_DALY_sensitivity_SDI,Sensitivity: SDI + urbanisation + age65 + WHO region,Step 6,sensitivity_SDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_SDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelWestern Pacific,0.311,WHO_region_modelWestern Pacific,0.1813076169548514,0.17841309601820426,1.016223702190291,0.3111167687147596,-0.16838205124082897,0.5309972851505318
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,Intercept,0.301,(Intercept),0.08124054946472507,0.07826992343578952,1.0379536084684249,0.3011609931311937,-0.07216850046942237,0.23464959939887253
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,Historical female smoking (z),0.001,z_historical_smoking,0.2888995242840651,0.08681696476459691,3.327685148489267,0.0011306801389051096,0.11873827334545517,0.4590607752226751
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,HDI (z),0.122,z_HDI,0.14171505889120015,0.09095924042801347,1.5580061819376736,0.12159046896357358,-0.03656505234770624,0.31999517013010653
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,Urbanisation (z),0.630,z_urbanisation,-0.026459917808879112,0.054832396056197205,-0.482559941056754,0.6301955985176312,-0.13393141407902562,0.0810115784612674
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,Population aged 65+ (z),<0.001,z_age65,0.5333943714594505,0.13170494034842792,4.049919236502029,8.625365741660961e-5,0.2752526883765317,0.7915360545423692
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelAmericas,0.035,WHO_region_modelAmericas,-0.20567983985294175,0.09677828470514163,-2.1252684988124657,0.03539926720681179,-0.39536527787501935,-0.015994401830864147
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelEastern Mediterranean,0.096,WHO_region_modelEastern Mediterranean,-0.12889531259974504,0.07688172702226802,-1.6765402858654803,0.09596390655669307,-0.27958349756339035,0.021792872363900262
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelEuropean,0.353,WHO_region_modelEuropean,-0.15891179539052783,0.1706630020396011,-0.9311437950309435,0.35345373803165847,-0.493411279388146,0.17558768860709031
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelSouth-East Asia,0.422,WHO_region_modelSouth-East Asia,-0.10673868941614785,0.132604174361979,-0.8049421515553176,0.42227898181995127,-0.36664287116562666,0.153165492333331
S6_z_female_LC_DALY_sensitivity_HDI,Sensitivity: HDI + urbanisation + age65 + WHO region,Step 6,sensitivity_HDI,z_female_LC_DALY,Female LC DALY,z_female_LC_DALY ~ z_historical_smoking + z_HDI + z_urbanisation + z_age65 + WHO_region_model,WHO_region_modelWestern Pacific,0.749,WHO_region_modelWestern Pacific,-0.057429307966025994,0.17882944850172958,-0.32114010554291095,0.7486045521827378,-0.407935027029416,0.29307641109736393
