"Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments.","Table S12. Current exposure typology thresholds, counts, tests, and country assignments."
exposure subtype,exposure subtype,exposure subtype,tobacco + ambient pollution,tobacco + ambient pollution,tobacco + ambient pollution,tobacco + ambient pollution,tobacco + ambient pollution,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,1,1,1,1,0,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,0,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,92.117972910453,0,0,0,0,0,92.12 (92.12 to 92.12),92.12 (92.12 to 92.12),92.12 (92.12 to 92.12)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,HDI,HDI,HDI,HDI,HDI,4,4,4,4,1,0.6674999892711639,0.6674999892711639,0.6674999892711639,0.6674999892711639,0.6112499833106995,0.6112499833106995,0.7097499966621399,0.7097499966621399,0.7097499966621399,0.7097499966621399,0.09850001335144043,0.5640000104904175,0.5640000104904175,0.5640000104904175,0.5640000104904175,0.7149999737739563,0.7149999737739563,0.7149999737739563,0.7149999737739563,0.7149999737739563,0.15099996328353882,0.15099996328353882,0.15099996328353882,0.15099996328353882,0.15099996328353882,0.67 (0.61 to 0.71),0.67 (0.61 to 0.71),0.67 (0.61 to 0.71)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,5,5,5,5,0,-0.5501391580221333,-0.5501391580221333,-0.5501391580221333,-0.5501391580221333,-0.5573922805797684,-0.5573922805797684,-0.46703232442654496,-0.46703232442654496,-0.46703232442654496,-0.46703232442654496,0.09035995615322345,-0.7933974276161349,-0.7933974276161349,-0.7933974276161349,-0.7933974276161349,-0.12379769484574192,-0.12379769484574192,-0.12379769484574192,-0.12379769484574192,-0.12379769484574192,0.669599732770393,0.669599732770393,0.669599732770393,0.669599732770393,0.669599732770393,-0.55 (-0.56 to -0.47),-0.55 (-0.56 to -0.47),-0.55 (-0.56 to -0.47)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,5,5,5,5,0,-0.39116937421997594,-0.39116937421997594,-0.39116937421997594,-0.39116937421997594,-0.4011974105283406,-0.4011974105283406,-0.3905830817562564,-0.3905830817562564,-0.3905830817562564,-0.3905830817562564,0.010614328772084236,-0.5914332516009005,-0.5914332516009005,-0.5914332516009005,-0.5914332516009005,-0.02614772682030716,-0.02614772682030716,-0.02614772682030716,-0.02614772682030716,-0.02614772682030716,0.5652855247805934,0.5652855247805934,0.5652855247805934,0.5652855247805934,0.5652855247805934,-0.39 (-0.40 to -0.39),-0.39 (-0.40 to -0.39),-0.39 (-0.40 to -0.39)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,SDI,SDI,SDI,SDI,SDI,5,5,5,5,0,0.527186583,0.527186583,0.527186583,0.527186583,0.429360316,0.429360316,0.593392769,0.593392769,0.593392769,0.593392769,0.16403245300000002,0.417797443,0.417797443,0.417797443,0.417797443,0.675051631,0.675051631,0.675051631,0.675051631,0.675051631,0.257254188,0.257254188,0.257254188,0.257254188,0.257254188,0.53 (0.43 to 0.59),0.53 (0.43 to 0.59),0.53 (0.43 to 0.59)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,5,5,5,5,0,120.2942886352539,120.2942886352539,120.2942886352539,120.2942886352539,111.0316925048828,111.0316925048828,130.29383850097656,130.29383850097656,130.29383850097656,130.29383850097656,19.262145996093764,58.7274284362793,58.7274284362793,58.7274284362793,58.7274284362793,242.48272705078125,242.48272705078125,242.48272705078125,242.48272705078125,242.48272705078125,183.75529861450195,183.75529861450195,183.75529861450195,183.75529861450195,183.75529861450195,120.29 (111.03 to 130.29),120.29 (111.03 to 130.29),120.29 (111.03 to 130.29)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,5,5,5,5,0,4.476085662841797,4.476085662841797,4.476085662841797,4.476085662841797,4.085325717926025,4.085325717926025,4.836249351501465,4.836249351501465,4.836249351501465,4.836249351501465,0.7509236335754395,1.9223241806030271,1.9223241806030271,1.9223241806030271,1.9223241806030271,11.213470458984377,11.213470458984377,11.213470458984377,11.213470458984377,11.213470458984377,9.29114627838135,9.29114627838135,9.29114627838135,9.29114627838135,9.29114627838135,4.48 (4.09 to 4.84),4.48 (4.09 to 4.84),4.48 (4.09 to 4.84)
exposure subtype,exposure subtype,exposure subtype,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,tobacco + energy poverty,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,5,5,5,5,0,28.6889396820578,28.6889396820578,28.6889396820578,28.6889396820578,17.5672426452007,17.5672426452007,57.6618364761928,57.6618364761928,57.6618364761928,57.6618364761928,40.0945938309921,14.4398342822353,14.4398342822353,14.4398342822353,14.4398342822353,59.6364645301985,59.6364645301985,59.6364645301985,59.6364645301985,59.6364645301985,45.1966302479632,45.1966302479632,45.1966302479632,45.1966302479632,45.1966302479632,28.69 (17.57 to 57.66),28.69 (17.57 to 57.66),28.69 (17.57 to 57.66)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,HDI,HDI,HDI,HDI,HDI,39,39,39,39,7,0.8870000243186951,0.8870000243186951,0.8870000243186951,0.8870000243186951,0.8425000011920929,0.8425000011920929,0.9334999918937682,0.9334999918937682,0.9334999918937682,0.9334999918937682,0.0909999907016753,0.652999997138977,0.652999997138977,0.652999997138977,0.652999997138977,0.9649999737739564,0.9649999737739564,0.9649999737739564,0.9649999737739564,0.9649999737739564,0.31199997663497936,0.31199997663497936,0.31199997663497936,0.31199997663497936,0.31199997663497936,0.89 (0.84 to 0.93),0.89 (0.84 to 0.93),0.89 (0.84 to 0.93)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,45,45,45,45,1,-0.08030072752931598,-0.08030072752931598,-0.08030072752931598,-0.08030072752931598,-0.4604841100311262,-0.4604841100311262,0.3668454114499137,0.3668454114499137,0.3668454114499137,0.3668454114499137,0.8273295214810399,-1.0834127859795233,-1.0834127859795233,-1.0834127859795233,-1.0834127859795233,2.0864834750639036,2.0864834750639036,2.0864834750639036,2.0864834750639036,2.0864834750639036,3.169896261043427,3.169896261043427,3.169896261043427,3.169896261043427,3.169896261043427,-0.08 (-0.46 to 0.37),-0.08 (-0.46 to 0.37),-0.08 (-0.46 to 0.37)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,45,45,45,45,1,-0.06822086875793956,-0.06822086875793956,-0.06822086875793956,-0.06822086875793956,-0.44919317639281064,-0.44919317639281064,0.2639684421355266,0.2639684421355266,0.2639684421355266,0.2639684421355266,0.7131616185283373,-0.9840524831676408,-0.9840524831676408,-0.9840524831676408,-0.9840524831676408,1.7125517312645937,1.7125517312645937,1.7125517312645937,1.7125517312645937,1.7125517312645937,2.6966042144322344,2.6966042144322344,2.6966042144322344,2.6966042144322344,2.6966042144322344,-0.07 (-0.45 to 0.26),-0.07 (-0.45 to 0.26),-0.07 (-0.45 to 0.26)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,SDI,SDI,SDI,SDI,SDI,46,46,46,46,0,0.8113266695000001,0.8113266695000001,0.8113266695000001,0.8113266695000001,0.7804536440000001,0.7804536440000001,0.85837114875,0.85837114875,0.85837114875,0.85837114875,0.07791750474999992,0.576620529,0.576620529,0.576620529,0.576620529,0.933059111,0.933059111,0.933059111,0.933059111,0.933059111,0.356438582,0.356438582,0.356438582,0.356438582,0.356438582,0.81 (0.78 to 0.86),0.81 (0.78 to 0.86),0.81 (0.78 to 0.86)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,46,46,46,46,0,623.6434631347656,623.6434631347656,623.6434631347656,623.6434631347656,357.0115966796875,357.0115966796875,745.2353057861328,745.2353057861328,745.2353057861328,745.2353057861328,388.2237091064453,200.91603088378903,200.91603088378903,200.91603088378903,200.91603088378903,1404.475341796875,1404.475341796875,1404.475341796875,1404.475341796875,1404.475341796875,1203.559310913086,1203.559310913086,1203.559310913086,1203.559310913086,1203.559310913086,623.64 (357.01 to 745.24),623.64 (357.01 to 745.24),623.64 (357.01 to 745.24)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,46,46,46,46,0,29.50851345062256,29.50851345062256,29.50851345062256,29.50851345062256,16.687334537506104,16.687334537506104,37.67054557800293,37.67054557800293,37.67054557800293,37.67054557800293,20.983211040496826,9.02685260772705,9.02685260772705,9.02685260772705,9.02685260772705,66.5417251586914,66.5417251586914,66.5417251586914,66.5417251586914,66.5417251586914,57.514872550964355,57.514872550964355,57.514872550964355,57.514872550964355,57.514872550964355,29.51 (16.69 to 37.67),29.51 (16.69 to 37.67),29.51 (16.69 to 37.67)
exposure subtype,exposure subtype,exposure subtype,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,tobacco-dominant,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,45,45,45,45,1,78.131086803694,78.131086803694,78.131086803694,78.131086803694,66.6718365394971,66.6718365394971,88.1741651958315,88.1741651958315,88.1741651958315,88.1741651958315,21.502328656334413,21.258003897665,21.258003897665,21.258003897665,21.258003897665,100,100,100,100,100,78.74199610233501,78.74199610233501,78.74199610233501,78.74199610233501,78.74199610233501,78.13 (66.67 to 88.17),78.13 (66.67 to 88.17),78.13 (66.67 to 88.17)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,HDI,HDI,HDI,HDI,HDI,1,1,1,1,0,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0.7760000228881836,0,0,0,0,0,0.78 (0.78 to 0.78),0.78 (0.78 to 0.78),0.78 (0.78 to 0.78)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,1,1,1,1,0,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,0,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,-0.16969702074467466,0,0,0,0,0,-0.17 (-0.17 to -0.17),-0.17 (-0.17 to -0.17),-0.17 (-0.17 to -0.17)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,1,1,1,1,0,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,0,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,-0.342721231742829,0,0,0,0,0,-0.34 (-0.34 to -0.34),-0.34 (-0.34 to -0.34),-0.34 (-0.34 to -0.34)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,SDI,SDI,SDI,SDI,SDI,1,1,1,1,0,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0.723077893,0,0,0,0,0,0.72 (0.72 to 0.72),0.72 (0.72 to 0.72),0.72 (0.72 to 0.72)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,1,1,1,1,0,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,0,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,650.7081298828125,0,0,0,0,0,650.71 (650.71 to 650.71),650.71 (650.71 to 650.71),650.71 (650.71 to 650.71)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,1,1,1,1,0,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,0,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,27.486019134521484,0,0,0,0,0,27.49 (27.49 to 27.49),27.49 (27.49 to 27.49),27.49 (27.49 to 27.49)
exposure subtype,exposure subtype,exposure subtype,triple exposure,triple exposure,triple exposure,triple exposure,triple exposure,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,1,1,1,1,0,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,0,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,50.4899479477034,0,0,0,0,0,50.49 (50.49 to 50.49),50.49 (50.49 to 50.49),50.49 (50.49 to 50.49)
Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.,Subtable 5. Kruskal tests.
Comparison,Comparison,Comparison,Comparison,Comparison,Comparison,Comparison,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,N,N,N,N,Statistic,Statistic,Statistic,Statistic,Statistic,Statistic,Df,Df,Df,Df,P value,P value,P value,P value,P value,P value,P value,P value,P value,P label,P label,P label,P label,P label,P label,P label
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,female LC mort 2021,163,163,163,163,44.804625021095944,44.804625021095944,44.804625021095944,44.804625021095944,44.804625021095944,44.804625021095944,3,3,3,3,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,1.0180952159873516e-9,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,female LC YLL 2021,163,163,163,163,42.10284638300493,42.10284638300493,42.10284638300493,42.10284638300493,42.10284638300493,42.10284638300493,3,3,3,3,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,3.815480955251622e-9,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,mortality-based smoking-adjusted burden residual,161,161,161,161,6.3741938315239395,6.3741938315239395,6.3741938315239395,6.3741938315239395,6.3741938315239395,6.3741938315239395,3,3,3,3,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.09475823875612976,0.095,0.095,0.095,0.095,0.095,0.095,0.095
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,YLL-based smoking-adjusted burden residual,161,161,161,161,3.1163566029956655,3.1163566029956655,3.1163566029956655,3.1163566029956655,3.1163566029956655,3.1163566029956655,3,3,3,3,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.3740308694988665,0.374,0.374,0.374,0.374,0.374,0.374,0.374
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,urbanisation,162,162,162,162,26.869403334333196,26.869403334333196,26.869403334333196,26.869403334333196,26.869403334333196,26.869403334333196,3,3,3,3,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,6.270421406479988e-6,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,HDI,HDI,HDI,HDI,HDI,HDI,HDI,HDI,HDI,142,142,142,142,55.73855806169504,55.73855806169504,55.73855806169504,55.73855806169504,55.73855806169504,55.73855806169504,3,3,3,3,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,4.7767866995817705e-12,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,SDI,SDI,SDI,SDI,SDI,SDI,SDI,SDI,SDI,163,163,163,163,59.84964179917051,59.84964179917051,59.84964179917051,59.84964179917051,59.84964179917051,59.84964179917051,3,3,3,3,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,6.329493870741461e-13,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001
Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.,Subtable 6. Categorical association tests.
Comparison,Comparison,Comparison,Comparison,Comparison,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,Variable,N,N,N,N,Statistic,Statistic,Statistic,Statistic,Statistic,Df,Df,Df,Df,Df,P value,P value,P value,P value,P label,P label,P label,P label,P label,P label,P label,P label,P label,Method,Method,Method,Method,Method
exposure typology,exposure typology,exposure typology,exposure typology,exposure typology,income group,income group,income group,income group,income group,income group,income group,income group,income group,161,161,161,161,98.25717469447237,98.25717469447237,98.25717469447237,98.25717469447237,98.25717469447237,NA,NA,NA,NA,NA,9.999000099990002e-5,9.999000099990002e-5,9.999000099990002e-5,9.999000099990002e-5,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,Pearson's Chi-squared test with simulated p-value (based on 10000 replicates),Pearson's Chi-squared test with simulated p-value (based on 10000 replicates),Pearson's Chi-squared test with simulated p-value (based on 10000 replicates),Pearson's Chi-squared test with simulated p-value (based on 10000 replicates),Pearson's Chi-squared test with simulated p-value (based on 10000 replicates)
