ISO3,Country,WHO region,Income group,Main typology,Kmeans cluster 4,Hierarchical cluster 4,PC1,PC2,Z current smoking cluster,Z clean fuel deficit cluster,Z PM2.5 cluster
TKM,Turkmenistan,European,Upper-middle-income,single exposure,K1,H2,-0.2696360923349207,0.9960720626144188,-0.848091104277197,-0.8367463998769767,0.36749988973858627
TLS,Timor-Leste,South-East Asia,Lower-middle-income,single exposure,K2,H4,-0.9304409006839962,-1.2147977938273855,-0.42410395257271755,1.4368801852260324,-0.06431452822401118
TON,Tonga,Western Pacific,Upper-middle-income,single exposure,K4,H3,1.2270626694660356,-0.31432545711103244,0.597319640169892,-0.4435427433944562,-1.0066849747704774
TUN,Tunisia,Eastern Mediterranean,Lower-middle-income,single exposure,K1,H2,-0.2144630215888525,0.9794502887124001,-0.7420943163510773,-0.8367463998769767,0.3758497073997246
TUR,Türkiye,European,Upper-middle-income,single exposure,K4,H3,0.8743787946318672,0.4105736156486371,1.0116707202447244,-0.7137030788008136,0.1377333075373967
TUV,Tuvalu,Western Pacific,Upper-middle-income,single exposure,K4,H3,1.3167988774714474,-0.6379337325461013,0.9442182188371936,-0.17070755318209505,-1.0586485302681514
TZA,United Republic of Tanzania,African,Lower-middle-income,single exposure,K2,H4,-1.0024237740614854,-1.5144913725922693,-0.7710025312400189,1.6508685697063157,-0.436078937495282
UGA,Uganda,African,Low-income,double exposure,K2,H1,-1.7793865433701728,-1.063620731244006,-0.7035500298324882,1.7979855840365104,0.7242321536308867
UKR,Ukraine,European,Upper-middle-income,single exposure,K1,H2,0.8695692751659501,0.20888030262219232,0.21187677498400162,-0.7137030788008136,-0.571152898164644
URY,Uruguay,Americas,High-income,single exposure,K4,H3,1.4978789623848257,0.015300304018326605,0.7900410727628373,-0.8394212546829801,-0.9372120473419313
USA,United States of America,Americas,High-income,single exposure,K4,H3,1.5194472540485817,-0.01917777006141974,0.7225885713553065,-0.8394212546829801,-1.031487796387932
UZB,Uzbekistan,European,Lower-middle-income,single exposure,K3,H2,-1.183550722920331,1.0922926354539753,-0.7999107461289607,-0.3231742771242969,1.4275222281619355
VNM,Viet Nam,Western Pacific,Lower-middle-income,low exposure,K1,H2,-0.041852267206342525,0.6934919195350784,-0.7999107461289607,-0.7297522076368351,-0.03387265139252129
WSM,Samoa,Western Pacific,Upper-middle-income,double exposure,K1,H4,0.42059280313442693,-1.3544458460741764,0.3853260643176524,0.8564366923232644,-0.9878347721391194
YEM,Yemen,Eastern Mediterranean,Low-income,double exposure,K3,H1,-1.3176967465309342,0.35104068026759555,-0.2699268064983614,0.46323303584074405,1.4733534657136538
ZAF,South Africa,African,Upper-middle-income,low exposure,K1,H2,0.2055619010348627,0.37191878408477286,-0.2699268064983614,-0.5211135327685587,-0.11712201405948457
ZMB,Zambia,African,Lower-middle-income,single exposure,K2,H4,-0.9410504732549625,-1.3947258834324936,-0.6360975284249573,1.543874377466174,-0.32456300119512105
ZWE,Zimbabwe,African,Lower-middle-income,single exposure,K2,H4,-0.5995867342080783,-1.0638572672048605,-0.8191828893882552,1.0249525451014876,-0.6025631123061431
Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.,Note. Values are country-level unless otherwise indicated. Blank cells indicate not applicable or not estimated in the source output. Source file(s): step10 sensitivity analyses: sensitivity5 clustering ARI; step10 sensitivity analyses: sensitivity5 silhouette widths; step10 sensitivity analyses: sensitivity5 PCA variance; step10 sensitivity analyses: sensitivity5 cluster assignments PCA.
