model_id,model_label,term,estimate,robust_se,statistic,p_value,conf_low,conf_high,n,r_squared,term_label
nonhic_base,Non-high-income: PM2.5 + clean-fuel deficit,z_PM25,0.0794124251837974,0.0246031868233903,3.2277292268617748,0.0016877412254183,0.0306004032612771,0.1282244471063177,103,0.1024329153067241,z_PM25
nonhic_region_adjusted,Non-high-income: + WHO region,z_PM25,0.1000559889927182,0.036769650469799,2.721156924646313,0.0077381509301605,0.0270590034990032,0.1730529744864331,103,0.1409730701095557,z_PM25
nonhic_extended_adjusted,"Non-high-income: + WHO region, SDI, urbanisation, age65",z_PM25,0.0920862432290123,0.047694765032146,1.930741102654488,0.0565943325103075,-0.0026396769915321,0.1868121634495568,103,0.1570181569600375,z_PM25
nonhic_exclude_cooks,Non-high-income: exclude Cook's distance >4/n (removed 6),z_PM25,0.0642381864546392,0.0186517998514585,3.4440744038766726,0.0008576520826129628,0.0272046006165641,0.1012717722927143,97,0.1210825277901439,z_PM25
nonhic_winsor_pm25,Non-high-income: winsorised PM2.5 1st/99th percentile,z_PM25_winsor,0.076001488767235,0.0235831732822472,3.222699840163028,0.0017147830351258,0.029213144658851,0.1227898328756191,103,0.1027375217717186,PM2.5 (winsorised z)
nonhic_robust_regression,Non-high-income: robust regression (M-estimation),z_PM25,0.0638245161448044,,,,,,103,,PM2.5 (z)
